Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Additional animation software features (product.metafields.shopify.additional-animation-software-features),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Color (product.metafields.shopify.color-pattern),Fat content (product.metafields.shopify.fat-content),License type (product.metafields.shopify.license-type),Operating system (product.metafields.shopify.operating-system),Target gender (product.metafields.shopify.target-gender),User type (product.metafields.shopify.user-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Lithuania,Price / Lithuania,Compare At Price / Lithuania,Included / International,Price / International,Compare At Price / International,Status
collonil-creme-de-luxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_bc1dba65-67ac-499e-9132-447dd5e1ca36.jpg?v=1738862863,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collonil-creme-de-luxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/1909-creme-de-luxe-2.jpg?v=1738863290,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-super-invulner-impregnant,Saphir Super Invulner Impregnant,"<p>Are you tired of dealing with soggy, uncomfortable shoes? Look no further than the Saphir Super Invulner Impregnant, a powerful waterproofing treatment that provides long-lasting protection against water, salt, snow, dust, and various types of dirt. Suitable for all types of leather footwear, including boots, shoes, and sandals, this Impregnant is a must-have for anyone who wants to keep their feet dry and comfortable.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Long-lasting protection</strong>: Our Impregnant creates a durable barrier that repels water and other substances, keeping your feet dry and comfortable for hours.</li>
<li>
<strong>Easy to apply</strong>: Simply spray the Impregnant onto your shoes, making sure to keep a 20-30 cm distance to avoid damaging the leather.</li>
<li>
<strong>Non-toxic and non-greasy</strong>: Our formula is safe to use on all types of leather and won't leave any sticky residue.</li>
<li>
<b>Quick drying</b>: Allow your shoes to air dry for 2-3 hours before wearing them again.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Keep your feet dry and comfortable in wet conditions</li>
<li>Protect your shoes from water, salt, snow, and other substances</li>
<li>Easy to apply and non-toxic</li>
<li>Long-lasting protection that lasts for hours</li>
</ul>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Polishes,"","Autumn, Protect, Repel, Shoe Care, Spray, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,12.79,14.79,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/IMG_0838-scaled.jpg?v=1735511892,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
saphir-super-invulner-impregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_830e06d1-77ea-4827-b291-a8f7917f430e.jpg?v=1738863432,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-super-invulner-impregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_bc33fd3d-eff5-4551-906d-ac671ef865b9.jpg?v=1738863440,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-luxury-shoe-care-box,Saphir Luxury Shoe Care Box,"<p>Elevate the care of your beloved shoes with our premium Loake Saphir Valet Shoe Care Box. This comprehensive kit, crafted in collaboration with Saphir, is a must-have for any shoe enthusiast. Inside the box, you'll find the essential tools to maintain and extend the lifespan of your prized shoe collection.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Dimensions: 27.5cm x 21.5cm x 16.5cm</li>
<li>A carefully curated selection of shoe care products, designed to keep your shoes looking their best</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Protect and preserve the quality of your shoes</li>
<li>Extend the lifespan of your favorite footwear</li>
<li>Keep your shoes looking like new with regular use</li>
</ul>
<p><strong>What's Inside the Box:</strong></p>
<ul>
<li>
<span>1 x cleaning cloth, metal shoehorn, oiled/waxy leather protector, suede cleaner, sue</span><span class=""truncated"">de protector.<br></span>
</li>
<li><span class=""truncated"">6 x Saphir for Loake Shoe Creams: Black, Brown, Dark Brown, Conker Brown, Tan and Neutral.</span></li>
<li><span class=""truncated"">2 x small applicator brushes and 2 x large polishing brushes.</span></li>
</ul>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Kit, Saphir, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,199.99,224.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/Bat_C5_B3-prie_C5_BEi_C5_ABros-priemoni_C5_B3-rinkinys-dovan_C5_B3-d_C4_97_C5_BE_C4_97.jpg?v=1735512115,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
saphir-luxury-shoe-care-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/DSC_9253.webp?v=1738863617,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-luxury-shoe-care-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/XALUXVALBOX-LID-min.webp?v=1738863627,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-luxury-shoe-care-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/XSELVYTCLOTH-min.webp?v=1738863637,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-dubbin-graisse-shoe-wax,Saphir Dubbin Graisse Shoe Wax,"<p>Protect and maintain your premium footwear with Saphir Dubbin Graisse, a richly formulated leather balm designed to deeply nourish and shield against environmental stressors. This exceptional product is suitable for a wide range of leather types, including full-grain, waxed, oiled, and nubuck leathers.</p>
<p>The carefully crafted blend of lanolin and waxes provides long-lasting hydration and protection, preventing dryness, cracking, and brittleness. Its hydrophobic properties make it an ideal choice for outdoor enthusiasts and athletes who demand a high level of performance from their footwear.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Deeply nourishes and protects leather from environmental stressors</li>
<li>Suitable for full-grain, waxed, oiled, and nubuck leathers</li>
<li>Hydrophobic properties for enhanced water resistance</li>
<li>Prevents dryness, cracking, and brittleness</li>
<li>Ideal for outdoor enthusiasts and athletes</li>
</ul>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Waxes,"","Autumn, Protect, Repel, Restore, Saphir, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,21.49,24.59,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/Saphir-dubbin-kondicionierius-open.jpg?v=1735512279,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
saphir-dubbin-graisse-shoe-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_6f62b2c2-2768-43d3-80ed-04bd309510a3.jpg?v=1738863979,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bufalo-leather-stretch,Bufalo Leather Stretch,"<p>Keep your leather shoes comfortable and fitting with our<span> </span><strong>Bufalo Leather Stretch</strong>. This easy-to-use spray is designed to stretch and relax tight leather shoes, making them feel like new again.</p>
<p><strong>How it works:</strong><span> </span>Our<span> </span><strong>Bufalo Leather Stretch</strong><span> </span>uses a gentle, non-greasy formula to stretch and relax leather, allowing for a comfortable fit. Simply spray the product onto the affected area, wait a few minutes, and then stretch the shoe to its new, wider width.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Gently stretches and relaxes tight leather shoes</li>
<li>Easy to use: simply spray and stretch</li>
<li>Non-greasy formula won't leave residue on shoes</li>
<li>50ml bottle provides multiple uses</li>
</ul>
<p>By using our<span> </span><strong>Bufalo Leather Stretch</strong>, you can extend the life of your favorite shoes and keep them feeling comfortable and fitting. Perfect for dress shoes, boots, or any other type of leather shoe that's lost its shape. Try it today and say goodbye to tight, uncomfortable shoes!</p>
<p> </p>",Bufalo,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Autumn, Bufalo, Restore, Reviver, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,5.99,6.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/avalynes-pratempejas-bufalo.jpg?v=1735512443,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
saphir-pate-de-luxe-shoe-wax,Saphir Pate De Luxe Shoe Wax,"<p>Indulge your leather goods in the finest, all-natural Saphir Pate De Luxe leather balm. This exceptional formula combines the highest quality natural waxes and oils to nourish and protect your leather from the harsh effects of moisture and dust.</p>
<p><strong>Key Ingredients:</strong></p>
<ul>
<li>
<strong>Beeswax</strong>: Provides a natural barrier against moisture and dust</li>
<li>
<strong>Carnauba Wax</strong>: Derived from the leaves of Brazilian palm trees, this wax enhances leather suppleness and durability</li>
<li>
<strong>Montan Wax</strong>: A mineral-based wax that adds depth and richness to the leather finish</li>
<li>
<strong>Turrentine Spirit</strong>: Distilled from the pine trees of Southern Europe, this spirit carefully conditions the leather, improving the absorption of the balm and leaving a natural, protective finish</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Deep conditioning</strong>: Nourishes and moisturizes leather to maintain its suppleness and flexibility</li>
</ul>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Waxes,"","Autumn, Protect, Repel, Reviver, Saphir, Shoe Care, Winter",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,15.99,18.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/saphir-batu-vaskas-pate-de-luxe.jpg?v=1735511756,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bufalo-universal-stain-remover,Búfalo Universal Stain Remover,"<p>Are you tired of dealing with stubborn stains on your leather items? Look no further than the<span> universal stain remover</span>, a powerful and effective stain remover designed to tackle even the toughest marks.</p>
<p>This innovative product is perfect for cleaning a wide range of leather types, including natural, synthetic, and textile materials, with the exception of thin and easily damaged leathers. The stain remover is easy to use: simply apply it to the affected area, let it sit for a moment, and then wipe clean with a damp cloth.</p>
<p>The<span> Búfalo universal stain remover</span><span> </span>is particularly effective at removing dirt and snow stains, as well as salt residue. To ensure optimal results, we recommend using a gentle soap solution or a waterproofing treatment, such as our<span> </span><strong>Búfalo</strong><span> </span>leather care products, after cleaning.</p>
<p>Key Features:</p>
<ul>
<li>Effective at removing dirt, snow, and salt stains</li>
<li>Suitable for natural, synthetic, and textile leathers</li>
<li>Easy to use and gentle on most leather types</li>
<li>75ml capacity</li>
</ul>",Bufalo,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Bufalo, Cleaner, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,6.99,8.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/universalus-demiu-valiklis-bufalo.jpg?v=1735489631,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
jason-markk-repel-spray,Jason Markk Repel Spray,"<p><strong>Jason Markk Repel Spray for Shoes</strong></p>
<p>Protect your shoes from water and stains with Jason Markk's Repel Spray, a water-based formula that creates a breathable barrier to repel liquids and prevent damage. This versatile spray is safe to use on various materials, including nubuck, suede, natural leather, and more.</p>
<p>The Jason Markk Repel Spray is designed for repeated use and comes in a convenient applicator bottle. By applying this spray to your shoes, you can prevent water spots, stains, and other forms of damage, ensuring your shoes remain in great condition for a longer period.</p>
<p>To maintain the quality of your shoes, it's essential to follow the manufacturer's guidelines for care and maintenance. For specific advice on caring for your shoes, please refer to the product label or the manufacturer's recommendations.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Water-based formula for safe use on various materials</li>
<li>Creates a breathable barrier to repel liquids and prevent damage</li>
<li>Convenient applicator bottle for repeated use</li>
<li>Suitable for use on nubuck, suede, natural leather, and more</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Prevent water spots and stains on your shoes</li>
<li>Protect your shoes from damage and wear</li>
<li>Maintain the quality and appearance of your shoes for a longer period</li>
</ul>
<p>By using Jason Markk's Repel Spray for Shoes, you can enjoy the benefits of a well-maintained and protected shoe collection. Order now and keep your shoes looking their best.</p>
<p> </p>",Jason Markk,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Jason Markk, Repel, Spray",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,21.99,23.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-repel-spray.jpg?v=1735489856,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
jason-markk-repel-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-repel-spray-1.webp?v=1738510522,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason-markk-moso-shoe-inserts,Jason Markk Moso Shoe Inserts,"<p>Are you tired of dealing with smelly shoes? Look no further than Jason Markk Moso Shoe Inserts, a revolutionary shoe care product designed to eliminate odors and keep your feet fresh. Made from natural bamboo charcoal, these inserts are perfect for anyone who wants to keep their shoes odor-free and in great condition.</p>
<p><strong>How it works</strong></p>
<p>The Jason Markk Moso Shoe Inserts work by absorbing and neutralizing odors, moisture, and bacteria that can cause unpleasant smells. Simply place the inserts in your shoes and let them do their magic. The bamboo charcoal will absorb any excess moisture and odor-causing particles, leaving your shoes smelling fresh and clean.</p>
<p><strong>Key Benefits</strong></p>
<ul>
<li>Eliminates odors and moisture from shoes</li>
<li>Made from natural bamboo charcoal for a sustainable and eco-friendly option</li>
<li>Perfect for people who wear shoes frequently, especially those who work outdoors or engage in athletic activities</li>
<li>Easy to use and maintain - simply replace the inserts every few months</li>
<li>Keeps shoes in great condition by absorbing moisture and preventing damage</li>
</ul>
<p><strong>Why Choose Jason Markk Moso Shoe Inserts?</strong></p>
<p>At viskasbatams.lt, we understand the importance of keeping your shoes in great condition. That's why we offer the Jason Markk Moso Shoe Inserts, a high-quality shoe care product that is designed to keep your feet fresh and your shoes looking their best. With its natural and sustainable design, this product is perfect for anyone who wants to keep their shoes odor-free and in great condition. Order now and experience the difference for yourself!</p>
<p> </p>",Jason Markk,Home & Garden > Household Supplies > Shoe Care & Tools,"","Deodorant, eco, Jason Markk, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,15.99,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-moso-shoe-inserts-kvapa-panaikinanti-priemone-jm104008.jpg?v=1735490126,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
jason-markk-moso-shoe-inserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/MosoAction.webp?v=1738511181,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason-markk-shoe-cleaner-solution,Jason Markk Shoe Cleaner Solution,"<p>Elevate your shoe care routine with the Jason Markk 8 oz. Premium Shoe Cleaner, a superior quality cleaning solution made in the USA. This eco-friendly and biodegradable formula is designed to effectively clean and condition your shoes, leaving them looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Biologically pure and eco-friendly</strong>: Our updated formula is safer for the environment and provides a deeper clean for your shoes.</li>
<li>
<strong>Concentrated formula</strong>: 236 ml of cleaning solution is enough for up to 200 shoe applications.</li>
<li>
<strong>Safe for all surfaces</strong>: Gentle on all materials, including natural, synthetic, and textured surfaces.</li>
</ul>
<p><strong>Why Choose Jason Markk Premium Shoe Cleaner?</strong></p>
<ul>
<li>Effectively removes dirt and stains from your shoes</li>
<li>Conditions and protects the material to maintain its quality and appearance</li>
<li>Easy to use and gentle on surfaces</li>
<li>Suitable for a variety of shoe types, including leather, suede, and more</li>
</ul>
<p><strong>Tips for Shoe Care:</strong></p>
<ul>
<li>Regularly clean and condition your shoes to maintain their quality and appearance</li>
<li>Use a shoe protector to prevent water and stains from affecting your shoes</li>
<li>Follow the manufacturer's instructions for specific shoe types and materials</li>
</ul>
<p><strong>Order now and take the first step towards maintaining your shoes in pristine condition!</strong></p>",Jason Markk,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Treatments & Dyes > Shoe Treatments,"","Cleaner, Jason Markk",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,21.99,23.49,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-8-oz-premium-deep-cleaning-solution.jpg?v=1735490287,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
jason-markk-shoe-cleaner-solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-8-oz-premium-deep-cleaning-solution-2.webp?v=1738510766,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason-markk-shoe-cleaner-solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/jason-markk-8-oz-premium-deep-cleaning-solution-4.webp?v=1738510774,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solitaire-shoe-cleaner,Solitaire Shoe Cleaner,"<p>Are you tired of scuffed and worn-out shoes? Look no further! Our Shoe Care Solution is designed to provide a thorough cleaning and protection for your favorite footwear. This comprehensive product is specifically formulated to tackle tough stains and leave your shoes looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Effective cleaning formula for a deep clean</li>
<li>Protects against water and stains</li>
<li>Easy to use, no need for complicated instructions</li>
<li>Suitable for all types of shoes, including leather and synthetic materials</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Prolongs the life of your shoes by protecting against wear and tear</li>
<li>Easy to apply and remove, no residue left behind</li>
<li>Leaves a fresh, clean scent</li>
</ul>
<p><strong>Unique Selling Points:</strong></p>
<ul>
<li>Our Shoe Care Solution is specifically designed for shoes, ensuring a safe and effective cleaning process</li>
</ul>",Solitaire,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Treatments & Dyes > Shoe Treatments,"","Autumn, Restore, Shoe Care, Solitaire, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,6.99,9.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/valymo-priemone-batams-7927.jpg?v=1735487374,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
ortho-movement-sneaker-insole,Ortho Movement Sneaker Insole,"<p>The Ortho Movement Sneaker Insole is a high-quality, long-lasting shoe care product designed to provide superior comfort, support, and protection for your feet. Crafted with a unique polyethylene material, these insoles offer excellent shock absorption and impact resistance, reducing the risk of foot fatigue and discomfort.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Superior Shock Absorption</strong>: The insoles' unique material absorbs shocks and impacts, ensuring a comfortable walking experience.</li>
<li>
<strong>Amortization and Comfort</strong>: The insoles provide excellent amortization, reducing the risk of foot fatigue and discomfort.</li>
<li>
<strong>Easy to Fit</strong>: Simply trim the insoles to your desired size for a comfortable fit.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Improved Foot Comfort</strong>: The Ortho Movement Sneaker Insole provides superior comfort and support for your feet.</li>
<li>
<strong>Long-Lasting</strong>: The insoles are designed to last, ensuring you get the most out of your shoe care investment.</li>
<li>
<strong>Easy to Use</strong>: Simply insert the insoles into your shoes for a comfortable and protected fit.</li>
</ul>
<p><strong>Why Choose Ortho Movement Sneaker Insole?</strong></p>
<p>At viskasbatams.lt, we recommend the Ortho Movement Sneaker Insole for its exceptional quality, comfort, and protection. Whether you're looking to enhance your shoe care routine or simply want to provide your feet with the best possible comfort, this insole is the perfect choice. Order now and experience the difference for yourself.</p>",Ortho Movement,Apparel & Accessories > Clothing > Socks > Sneaker Socks,"","Autumn, Basic, Insole, Ortho Movement, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,16.99,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/standard-insole-sneaker.jpg?v=1739048320,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
ortho-movement-sneaker-insole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/sneaker-insole-standard-top.webp?v=1738511809,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ortho-movement-sneaker-insole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/sneaker-insole-standard-under.webp?v=1738511814,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-omni-nettoyant-cleaning-solution,Saphir Omni Nettoyant Cleaning Solution,"<p>Experience the art of shoe care with Saphir Omni'Nettoyant, a powerful and gentle cleaning solution designed specifically for shoes, boots, and other textile items. This effective product deeply cleans, removes dirt and stains, and restores the original appearance and texture of your shoes, leaving them looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Easy to use: simply mix with water, apply to the shoe surface, and let it work its magic</li>
<li>Gentle yet effective: suitable for a variety of shoe materials, including suede and nubuck</li>
<li>Long-lasting results: helps to maintain the quality and appearance of your shoes for longer</li>
<li>Natural ingredients: Saphir products are renowned for their high-quality and eco-friendly approach to shoe care</li>
</ul>
<p><strong>Easy to Use and Effective Results</strong></p>
<p>To use Omni'Nettoyant, simply follow these easy steps:</p>
<ol>
<li>Test a small, inconspicuous area of the fabric first.</li>
<li>Mix the solution with water in a 1:1 ratio.</li>
<li>Apply the solution to the stained area using the built-in applicator.</li>
<li>Gently work the solution into the fabric until the stain disappears.</li>
<li>Rinse with clean water to remove any remaining residue.</li>
<li>Allow the garment to air dry away from direct sunlight and heat sources.</li>
</ol>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Autumn, Cleaner, Saphir, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,15.29,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/Omnicleaner_1200x.png-2.png?v=1735488115,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
saphir-omni-nettoyant-cleaning-solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_09f4638e-cd39-4cc4-b006-7a8097ca37cc.jpg?v=1739031975,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgol-round-application-brush,Burgol Round Application Brush,"<p><strong>Round Application Brush</strong></p>
<p>This high-quality brush features a rounded tip, ideal for smooth and even application of various products. Its design allows for precise control, making it perfect for delicate or intricate tasks.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Round tip for smooth and even application</li>
<li>Precise control for delicate or intricate tasks</li>
<li>Suitable for various applications, including cosmetics and art projects</li>
</ul>",Burgol,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Scrapers,"","Autumn, Brush, Burgol, Shoe Care",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,4.99,6.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/avalynes-kremo-aplikavimo-sepetys.jpg?v=1735488376,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
